"R0000100","R7006500","R7703700","R8496100","T0987800","T2210000","T3107800"
6847,14920,16370,21000,-5,-5,-5
6848,17000,47000,60000,-2,-2,-2
6849,21000,27330,5000,8501,7200,5400
6850,-5,-5,-5,-1,-5,-5
6851,25000,0,0,-5,0,-5
6852,87500,96000,97200,100000,101000,106000
6853,100600,106000,110000,121000,141000,163000
6854,35000,28000,36600,87600,72000,53000
6855,59500,77000,80000,51000,112000,66868
6856,-5,-5,-5,-5,8500,600
6857,-5,40000,57000,88000,100000,-5
6858,47036,-2,43568,43100,53115,-2
6859,29200,25000,30000,35000,-2,-2
6860,65000,65400,65000,25000,74000,-2
6861,15000,-2,-2,37000,69596,-2
6862,-2,69000,-2,-1,100900,36480
6863,-2,53000,28700,56200,65000,68100
6864,-5,-5,-5,-5,-5,-5
6865,200,10800,7680,6768,12808,8436
6866,-2,-2,-2,25900,27680,20000
6867,15000,0,5000,0,30000,0
6868,63000,63000,73800,63000,73000,68000
6869,40000,-5,-5,-5,-5,-5
6870,-5,-2,-5,-5,-5,-5
6871,-5,-5,-5,-5,-5,-5
6872,27000,35000,-2,50000,45000,46000
6873,58000,66000,76000,103200,-2,91000
6874,-5,-5,-5,-5,-5,-5
6875,-5,-5,-5,-5,-5,-5
6876,55650,55000,46200,34000,50000,50000
6877,-5,-5,-5,-5,-5,-5
6878,-2,-2,-2,27000,32000,41000
6879,44000,53000,61000,80000,-2,-2
6880,-5,-2,6500,5500,10700,17000
6881,97000,100000,105000,42500,90200,100000
6882,-5,64000,74000,78000,51000,85000
6883,-5,-5,-5,-5,211000,210000
6884,-2,40000,50000,42000,35000,30904
6885,16000,32000,45000,28000,-2,27400
6886,17000,90000,82000,60000,60000,51000
6887,70800,44000,90000,104300,-2,-5
6888,104000,90000,113000,133000,46000,-2
6889,-2,-5,1300,14000,16400,30000
6890,42000,-1,25000,25000,0,-5
6891,54000,55000,80000,101000,116000,102000
6892,63300,75500,81700,76250,65600,59279
6893,-5,-2,97000,128300,88500,101000
6894,32000,35000,-2,65000,104200,117000
6895,38000,-2,45000,45000,0,25200
6896,-5,-5,-5,110000,-1,100000
6897,85000,-2,97000,-2,115100,122000
6898,-5,7584,7200,0,-2,0
6899,30000,32000,32000,7800,7900,-5
6900,-5,-5,-5,-5,-5,-5
6901,-2,-2,30000,33842,34000,47000
6902,18380,26600,27400,24780,-2,20593
6903,-5,-5,-5,-5,-5,-5
6904,-5,-5,-5,42000,-1,-5
6905,-5,-5,-1,21000,29000,-2
6906,-5,-5,-1,40000,47000,60000
6907,-2,-2,88000,105000,-1,50000
6908,68000,74000,64000,70000,95000,0
6909,41000,51740,58000,-5,-2,-2
6910,43400,-2,50000,60000,-5,67000
6911,10000,21000,39000,-5,28000,-2
6912,110200,-2,181000,80000,34042,42545
6913,-2,8300,84472,28000,45500,27200
6914,51000,55000,62000,112000,124000,133000
6915,42000,-5,3500,-5,25000,30000
6916,-5,-5,-5,-5,-5,-5
6917,-5,-5,-5,-5,-5,-5
6918,-5,-5,-5,-5,-5,-5
6919,-5,-5,-5,-5,-5,-5
6920,-5,-5,-5,-5,-5,-5
6921,-5,-5,-5,-5,-5,-5
6922,-5,-5,-5,-5,-5,-5
6923,-5,-5,-5,-5,-5,-5
6924,-5,-5,-5,-5,-5,-5
6925,-5,-5,-5,-5,-5,-5
6926,-5,-5,-5,-5,-5,-5
6927,-5,-5,-5,-5,-5,-5
6928,-5,-5,-5,-5,-5,-5
6929,-5,-5,-5,-5,-5,-5
6930,35400,38400,22400,35000,40000,40000
6931,-5,-5,20000,-5,12000,31260
6932,-1,38000,39000,-1,45500,-2
6933,-5,-5,-5,-5,-5,-5
6934,-5,35000,-5,-5,-5,-5
6935,-5,-5,-5,-5,-5,-5
6936,-5,-5,-5,-5,-5,-5
6937,-5,-5,-5,-5,-5,-5
6938,72000,82000,87000,117500,114200,125500
6939,-2,-2,14028,0,-2,27600
6940,-2,-2,-2,-1,190000,105000
6941,-2,22800,19560,115144,133448,10860
6942,83165,162200,245870,164550,-2,-2
6943,-5,-5,-5,-5,-5,-5
6944,-5,-5,-5,-5,-5,-5
6945,-5,-5,-5,-5,-5,-5
6946,-5,-5,-5,-5,-5,-5
6947,0,-2,7800,0,0,25560
6948,-5,-5,-5,-1,-1,-1
6949,-5,-5,48000,50000,50000,55000
6950,91000,-5,-2,-1,-2,-2
6951,145000,-5,-5,-5,-5,-5
6952,-5,18000,19000,23000,40000,0
6953,28900,32900,71000,82000,81000,65000
6954,-2,80000,35000,42000,42000,-5
6955,-2,31040,34000,24050,59515,33000
6956,-5,-5,-5,-5,-5,-5
6957,36200,64000,-5,58000,71827,-5
6958,15000,20000,-2,32000,47880,50000
6959,38000,72748,5000,35000,26968,-2
6960,60000,-2,75000,88000,-2,82000
6961,50,24000,45960,57300,-5,-5
6962,0,-5,-5,15000,0,-2
6963,-5,-5,-5,-5,-5,-5
6964,-2,13000,-2,30000,-2,19135
6965,-5,-5,-5,-5,-5,-5
6966,-2,8000,13488,3840,300,600
6967,6800,7252,10920,0,5640,5628
6968,35000,41200,42120,47000,57400,62000
6969,12000,-5,12000,9000,11300,21430
6970,42400,30000,40000,4800,40000,42000
6971,18580,11000,20868,18000,19000,21240
6972,-2,13667,12000,14000,18000,-2
6973,-5,-5,-5,-5,-5,-5
6974,-5,-5,-5,-5,-5,-5
6975,-5,-5,-5,-5,-5,-5
6976,-5,-5,-5,-5,-5,-5
6977,-5,-5,-5,-5,-5,-5
6978,-5,-5,-5,-5,-5,-5
6979,-5,-5,-5,-5,-5,-5
6980,-5,-5,-5,-5,-5,-5
6981,-5,-5,-5,-5,-5,-5
6982,-5,-5,-5,-5,-5,-5
6983,-5,-5,-5,-5,-5,-5
6984,-5,-5,-5,-5,-5,-5
6985,-5,-5,-5,-5,-5,-5
6986,-5,-5,-5,-5,-5,-5
6987,-5,-5,-5,-5,-5,-5
6988,-2,24000,35000,40000,25000,-2
6989,3850,10072,-2,5000,9000,20000
6990,-2,95030,-2,-2,-2,-2
6991,26000,32012,24000,28000,29000,27000
6992,42500,52560,50560,37488,48504,65000
6993,12000,-5,-5,-5,-2,25000
6994,-5,-5,24000,-5,-5,30000
6995,10692,7056,7596,8172,8280,12768
6996,94000,0,70000,132000,149000,150000
6997,34,-2,0,1993,-2,8400
6998,90500,133000,129202,67000,-2,197800
6999,-2,87500,-2,75000,80000,85000
7000,-2,-2,-5,-5,-5,-5
7001,-5,-5,-5,-5,-5,-5
7002,-5,29625,25000,27500,32000,34000
7003,-5,-5,-5,-5,26000,-2
7004,75000,74000,36400,56500,34000,33500
7005,35892,167000,37040,30000,30000,30000
7006,-5,-5,-5,-5,-5,-5
7007,-5,-5,-5,-5,-5,-5
7008,8000,6000,12000,-2,6600,-2
7009,29200,39740,64880,45000,46000,48000
7010,-5,-5,-5,-5,-5,-1
7011,-5,-5,-5,-5,-5,-5
7012,-5,-5,-5,-5,-5,-5
7013,-5,-5,-5,-5,-5,-5
7014,-5,-5,-5,-5,-5,-5
7015,-5,-5,-5,-5,-5,-5
7016,-5,-5,-5,-5,-5,-5
7017,-5,-5,-5,-5,-5,-5
7018,17712,16000,18000,0,18000,-2
7019,-5,-5,-5,-5,-5,-5
7020,-5,-5,-5,-5,-5,-5
7021,-5,-5,-5,-5,-5,-5
7022,-5,-5,-5,-5,-5,-5
7023,-5,-5,-5,-5,-5,-5
7024,-5,-5,-5,-5,-5,-5
7025,92000,94000,93000,111000,103000,87000
7026,-5,-5,-5,-5,-5,-5
7027,-5,-5,-5,-5,-5,-5
7028,-5,-5,-5,-5,-5,-5
7029,-5,-5,-5,-5,-5,-5
7030,-5,-5,-5,-5,-5,-5
7031,-5,-5,-5,-5,-5,-5
7032,-5,-5,-5,-5,-5,-5
7033,-5,-5,-5,-5,-5,-5
7034,-5,-5,-5,-5,-5,-5
7035,-5,-5,-5,-5,-5,-5
7036,-5,-5,-5,-5,-5,-5
7037,-5,-5,-5,-5,-5,-5
7038,-5,-5,-5,-5,-5,-5
7039,-5,-5,-5,-5,-5,-5
7040,-5,-5,-5,-5,-5,-5
7041,-5,-5,-5,-5,-5,-5
7042,-5,-5,-5,-5,-5,-5
7043,-5,-5,-5,-5,-5,-5
7044,-5,-5,-5,-5,-5,-5
7045,-5,-5,-5,-5,-5,-5
7046,-2,43000,36000,38000,53000,40000
7047,38000,20000,32400,28600,31900,28000
7048,32035,32400,77500,51500,88000,93500
7049,66000,33000,0,33000,27000,31100
7050,12000,12000,16000,18000,18000,19000
7051,-5,-5,-5,-5,-5,-5
7052,-5,-5,-5,-5,-5,-5
7053,-5,-5,-5,-5,-5,-5
7054,-2,55000,69000,78000,121290,55000
7055,-5,-5,-5,-5,-5,-5
7056,-5,-5,-5,-5,-5,-5
7057,-5,-5,-5,-5,-5,-5
7058,-5,-5,-5,-5,-5,-5
7059,-5,-5,-5,-5,-5,-5
7060,-5,-5,-5,-5,-5,-5
7061,-5,-5,-5,-5,-5,-5
7062,-5,-5,-5,-5,-5,-5
7063,-5,-5,-5,-5,-5,-5
7064,-2,4630,6744,7361,84,11424
7065,-1,-1,40000,43000,-1,-1
7066,6744,6010,-2,19586,7476,9576
7067,7234,2686,9264,-5,-5,-5
7068,-5,-5,-5,20000,40000,-2
7069,254,-2,1620,16236,7584,-2
7070,37000,18000,41000,19000,33000,-2
7071,0,0,0,0,20800,-2
7072,24064,21000,14000,21000,-1,20000
7073,24000,25000,30000,42500,43000,48320
7074,12600,22400,27500,20464,25500,27000
7075,-2,-2,83000,92000,118000,130000
7076,28000,22000,30000,30000,30000,36800
7077,32000,42500,41000,45000,60000,70000
7078,-5,-5,15000,23000,15305,20000
7079,-5,-5,28000,30000,28000,36020
7080,-2,-1,70000,115000,188443,-2
7081,32000,-2,-2,92500,-2,94670
7082,36000,34000,60000,64800,53000,-2
7083,20000,70000,-5,18000,250,0
7084,133050,110000,139000,138500,185500,200100
7085,10000,-2,-2,117280,-2,-2
7086,-2,-2,-2,75000,95050,-2
7087,50000,50000,60000,72000,63000,62192
7088,-5,-5,-5,-5,-5,-5
7089,2500,-2,7300,7400,6500,8644
7090,-5,-5,-5,-5,-5,-5
7091,-5,-5,-5,-5,-5,-5
7092,6160,21000,9865,32000,31000,15480
7093,12144,-5,7320,0,9180,8088
7094,-2,17008,-2,4920,-2,5476
7095,5000,-2,5600,13000,11898,14000
7096,35000,37000,26000,47400,-2,-2
7097,14000,20000,20000,30000,0,24348
7098,-5,-5,-5,-5,-5,-5
7099,156500,178500,220000,238000,262500,440692
7100,-5,-5,-5,-5,-5,-5
7101,56600,98220,102500,87000,60000,61000
7102,32300,37600,56000,47750,52500,59826
7103,-1,-2,-1,93305,-1,-1
7104,160000,390662,186060,231000,245000,440692
7105,-5,-5,-5,-5,-5,-5
7106,84000,75805,75000,87000,115000,128000
7107,35012,46500,61330,58010,62500,59000
7108,-5,-5,-5,-5,-5,-5
7109,-5,-5,-5,-5,-5,-5
7110,-5,-5,-5,-5,-5,-5
7111,-5,-5,-5,-5,-5,-5
7112,-5,-5,-5,-5,-5,-5
7113,8000,13440,0,14000,3300,-2
7114,-2,24500,22477,24649,-2,-2
7115,25888,24800,19000,22450,47000,-2
7116,50200,52000,70000,75000,75000,90000
7117,-5,-5,-5,-5,-5,-5
7118,-5,-5,16900,-5,-1,-1
7119,165000,222000,55200,95100,181170,-2
7120,45000,42000,47400,46000,54300,-5
7121,0,120000,118000,138000,165000,190000
7122,-2,-2,-2,-2,-1,13000
7123,18532,22500,28960,35200,36500,31500
7124,68000,109000,110000,118000,44000,64000
7125,22000,-2,41200,35000,49236,50196
7126,18380,42000,33000,42000,45000,47000
7127,12564,18700,-2,25000,19900,2948
7128,-2,-2,59216,45000,60000,67000
7129,74000,-5,-5,-5,-5,-5
7130,8196,-2,10186,28000,24300,22000
7131,41000,58000,57000,66640,55000,-5
7132,6500,-2,13584,0,0,4800
7133,-5,19000,18000,21000,23000,8576
7134,-2,-5,-5,0,0,0
7135,6000,6768,2340,7044,7704,8244
7136,0,8000,8000,5000,70000,36150
7137,17920,20752,21510,16000,17450,26408
7138,35000,-2,-2,-2,-1,-2
7139,7828,-2,5536,7476,-2,32964
7140,18000,0,28960,9060,48824,47860
7141,0,18000,13000,12000,11000,15000
7142,-2,56376,1500,17040,16080,26760
7143,95400,62609,70205,75500,83100,229100
7144,-5,12000,5000,13000,7000,13000
7145,74000,-5,-1,64000,64000,64000
7146,-2,26460,25700,29000,41907,20000
7147,-1,-1,-1,-1,-1,-1
7148,42000,46000,45960,46000,54000,45000
7149,20000,15000,5000,22000,24000,13000
7150,57800,72000,71000,83000,60000,65000
7151,90000,83200,39000,-1,137000,-2
7152,42814,21354,72048,58604,73538,-2
7153,28000,35000,28782,36000,26616,55000
7154,100000,-2,75000,42000,104000,-1
7155,55000,59200,79558,71080,54000,53000
7156,32500,19000,19000,19500,28000,45000
7157,-5,-5,-5,-5,-5,-5
7158,8576,5200,7952,6888,15800,3023
7159,-5,-5,-5,-5,-5,-5
7160,16500,-2,-2,28000,25000,30430
7161,7027,65000,-2,-5,42000,13144
7162,-2,-2,-2,41000,454737,30000
7163,55000,44000,72600,49000,54000,51000
7164,648,0,0,0,0,0
7165,-1,-1,-1,-1,-1,-1
7166,118186,122200,120000,69935,137000,132000
7167,-5,-5,-5,-5,-5,-5
7168,-5,-5,-5,-5,-5,-5
7169,-5,-5,-5,-5,-5,-5
7170,3200,400,0,0,-2,-2
7171,-2,12300,25432,0,7476,8288
7172,-2,10000,-2,21500,-2,23912
7173,10944,6480,7020,9744,8868,10440
7174,40000,-5,-5,-5,-5,-5
7175,41000,44000,46000,56000,54000,54000
7176,6144,6996,6768,8568,8196,8040
7177,27000,31601,29500,36000,34000,-5
7178,1488,-2,2000,7940,3944,2400
7179,4800,10000,15600,6000,6923,5270
7180,-2,28000,13000,36000,13000,29000
7181,15000,18000,22000,23000,32000,32000
7182,-2,-1,-1,80000,25000,0
7183,17000,21000,35700,24525,27000,25000
7184,21200,15600,26899,26600,25376,23000
7185,90000,90000,123000,138500,141000,150000
7186,12000,15900,12000,10788,3264,-2
7187,-2,7000,11000,17764,3962,0
7188,31196,19000,26000,12000,40000,49100
7189,4922,8000,14028,19000,4332,0
7190,-2,50000,84570,60000,-1,65872
7191,-2,-2,6400,-5,-2,8088
7192,36000,18000,32000,-2,45000,20000
7193,-5,-5,-5,-5,-5,-5
7194,-2,45000,49400,62000,61000,65000
7195,-5,-5,-5,-5,-5,-5
7196,27000,24340,43000,44000,28000,-2
7197,-5,-2,-2,72752,28000,19650
7198,56000,62500,67000,74000,95000,-2
7199,-5,39000,36000,54000,54000,55000
7200,-2,-5,-5,45000,-1,37000
7201,75500,26500,87000,138000,135300,127500
7202,-5,-5,-5,-5,-5,-5
7203,-5,-5,-5,-5,-5,-5
7204,-5,-5,-5,-5,-5,-5
7205,-5,-5,-5,-5,-5,-5
7206,-5,-5,-5,-5,-5,-5
7207,-5,-5,208000,114000,28400,-2
7208,-5,45000,44000,49000,50000,46000
7209,0,45000,43000,46000,67000,42000
7210,42000,50000,52070,54000,60000,60000
7211,-2,25732,140000,74000,86000,89000
7212,62400,57500,60000,56000,20500,-2
7213,-5,-5,-5,-5,-5,-5
7214,-2,0,-2,60000,152000,-1
7215,61000,62300,73000,73000,78300,105000
7216,38000,78000,81000,-2,-1,-1
7217,6144,-2,6768,6912,7476,0
7218,35000,34000,93000,105000,93000,51936
7219,32000,25000,-2,68500,66050,65000
7220,7200,-2,0,36000,11000,35800
7221,12000,30000,16000,0,13000,-2
7222,24000,25000,34000,55000,53000,29500
7223,-5,-5,-5,-5,-5,-5
7224,24000,26000,40036,29000,29000,32000
7225,8400,9216,9216,360,9600,-2
7226,29640,12400,-2,29059,-2,-2
7227,-5,-5,-5,-5,-5,-5
7228,55000,53000,57000,68000,87000,97000
7229,-1,-1,-1,-1,-1,-1
7230,-5,-5,-5,-5,-5,-5
7231,29656,-2,37000,55500,79604,-2
7232,14400,29000,24000,29000,25408,22000
7233,-5,-5,-5,-5,-5,-5
7234,-5,-5,-5,-5,-5,-5
7235,-5,-5,33000,22000,34000,33000
7236,49500,64000,64000,103000,110000,18108
7237,-5,-5,-5,-5,-5,-5
7238,-5,-5,-5,-5,-5,-5
7239,-5,-5,-5,-5,-5,-5
7240,55000,70500,70000,80100,118000,133000
7241,61400,-5,72000,131362,147000,145805
7242,-5,-5,-5,-5,-5,-5
7243,-5,-5,-5,-5,-5,-5
7244,2000,-5,2400,0,10000,4509
7245,61000,64580,-2,76000,85900,107000
7246,-5,-5,-5,37000,235000,45400
7247,19000,4802,43632,7824,9100,10884
7248,88000,155200,183500,168000,210100,235011
7249,30500,0,80000,44200,60000,48000
7250,-5,-5,-5,-5,-5,-5
7251,-5,-5,-1,63000,60000,40300
7252,10000,-1,-1,10000,-1,-1
7253,-2,545,6600,0,7020,9780
7254,-5,-2,-5,-5,-5,0
7255,-5,-5,55000,48000,58000,-2
7256,5728,3000,20876,1300,-2,-2
7257,16008,7800,12600,13806,12924,15744
7258,6260,0,8960,9800,7600,14404
7259,19404,17000,38833,29953,34000,33572
7260,-5,-5,-1,86500,100000,60000
7261,0,-2,-1,0,24000,0
7262,-5,-5,-5,-5,-5,-5
7263,1524,3000,1692,0,3000,2400
7264,-5,-5,-5,-5,-5,-5
7265,25000,26000,3500,10000,-2,-2
7266,34000,-5,-5,-1,53000,121000
7267,32000,-1,-1,32000,46000,35000
7268,60500,66600,78000,83000,49000,48000
7269,27300,13012,-5,88800,-5,-5
7270,-5,-5,-5,-5,-5,-5
7271,75000,75500,84000,85400,98000,133550
7272,-5,-5,-5,-5,6912,10667
7273,26000,-5,-5,30000,35000,20610
7274,80200,100000,105000,200000,-2,145200
7275,19600,33000,26030,21500,32000,38000
7276,16800,-5,39000,36000,48000,60000
7277,27000,26000,0,24000,0,23000
7278,28800,-2,15000,15500,15000,35000
7279,30000,20800,41577,30000,25000,30000
7280,32000,27000,83000,-2,1161,-2
7281,-2,-2,18200,-5,-5,-5
7282,-2,18000,38000,21800,-2,-2
7283,0,-2,-2,12000,27000,4800
7284,-5,26676,5000,25000,35000,35000
7285,46010,40800,41000,53000,64000,62020
7286,133800,131100,208000,198800,190000,156610
7287,-5,-5,-5,-5,-5,-5
7288,-5,-5,-5,-5,-5,-5
7289,-5,-5,-5,-5,-5,-5
7290,-5,-5,-5,-5,-5,-5
7291,-5,-5,-5,-5,-5,-5
7292,-5,-5,-5,-5,-5,-5
7293,40300,-2,52000,50000,59000,63000
7294,0,-2,-2,9000,9000,9000
7295,-2,20000,32024,-5,-5,-5
7296,30600,34815,33000,36700,39700,45600
7297,56000,46000,45000,57000,56000,50000
7298,45000,-2,48000,-5,-5,-5
7299,-5,-5,-5,-5,-5,-5
7300,13500,6300,15600,21500,17000,9000
7301,17500,25800,21000,14225,19000,11989
7302,11380,12000,-2,16070,37416,27380
7303,-5,-5,-5,-5,-5,-5
7304,-1,57800,59000,80000,90000,95000
7305,75300,96300,83922,107354,103000,98020
7306,-5,-5,-5,-5,-5,-5
7307,-5,-5,-5,-5,-5,-5
7308,-5,-5,-5,-5,-5,-5
7309,-5,-5,-5,-5,-5,-5
7310,-5,-5,-5,-5,-5,-5
7311,-5,-5,-5,-5,-5,-5
7312,-5,-5,-5,-5,-5,-5
7313,28000,30000,31000,29000,28000,31400
7314,1412,8476,6696,0,-5,-5
7315,32000,25000,25000,-5,30000,14000
7316,-2,-2,85000,116000,-2,116000
7317,62000,62000,62000,59000,56112,-5
7318,26000,-2,38000,45000,50000,12000
7319,8000,-5,1500,12000,20000,9000
7320,63500,67580,82500,68000,93000,78000
7321,-2,0,-2,21500,-2,0
7322,27680,-2,-2,32000,40000,-1
7323,-2,-2,6017,0,7812,15240
7324,5000,7572,5259,13788,0,12900
7325,11128,6766,3540,4000,14600,7500
7326,23000,-2,-2,23000,-2,25000
7327,-5,-5,-5,-5,-5,-5
7328,-5,-5,-5,-5,-5,-5
7329,-5,-5,-5,-5,-5,-5
7330,-5,-5,-5,-5,-5,-5
7331,-5,-5,-5,-5,-5,-5
7332,-5,-5,200800,66500,34800,-5
7333,-5,-5,-5,-5,-5,-5
7334,-5,-5,-5,-5,-5,-5
7335,-2,-5,-5,-5,-1,110288
7336,700,0,36000,0,0,0
7337,47000,42000,48000,46000,61000,53000
7338,-5,-5,-5,-5,-5,-5
7339,-5,-5,-5,-5,-5,-5
7340,53000,50715,60013,57000,66350,70030
7341,-5,-5,-5,-5,-5,-5
7342,-5,-5,-5,-5,-5,-5
7343,-5,-5,-5,-5,-5,-5
7344,-5,-5,-5,-5,-5,-5
7345,-5,-5,-5,-5,-5,-5
7346,-5,-5,-5,-5,-5,-5
7347,-5,-5,-5,-5,-5,-5
7348,-5,-5,-5,-5,-5,-5
7349,-5,-5,-5,-5,-5,-5
7350,-5,-5,-5,-5,-5,-5
7351,-5,-5,-5,-5,-5,-5
7352,-5,-5,-5,-5,-5,-5
7353,-5,-5,-5,-5,-5,-5
7354,-5,-5,-5,-5,-5,-5
7355,-5,-5,-5,-5,-5,-5
7356,-5,-5,-5,-5,-5,-5
7357,-5,-5,-5,-5,-5,-5
7358,-5,-5,-5,-5,-5,-5
7359,-5,-5,-5,-5,-5,-5
7360,156000,188000,110000,108000,-5,-5
7361,10600,-5,20889,7285,16428,13787
7362,-5,-5,-5,-5,-5,-5
7363,-5,-5,-5,-5,-5,-5
7364,-5,-5,-5,-5,-5,-5
7365,-5,-5,-5,-5,-5,-5
7366,-5,-5,-5,-5,-5,-5
7367,-5,-5,-5,-5,-5,-5
7368,31000,30000,35000,42000,55000,49000
7369,61500,121500,128000,151500,170900,176500
7370,86000,110000,123000,133000,135000,-1
7371,-1,-1,-1,93305,-1,-1
7372,168000,-5,146000,175000,128000,150000
7373,3000,8000,22000,42000,42500,26630
7374,-5,-5,-5,-5,-5,-5
7375,-5,-5,-5,-5,-5,-5
7376,-5,-5,-5,-5,-5,-5
7377,22105,23109,23080,22006,-2,8160
7378,55000,60152,40000,51000,50978,36505
7379,59256,55030,-2,68500,120000,100000
7380,-5,-5,-5,-5,-5,-5
7381,0,-5,27540,45000,-2,-2
7382,33300,46744,7000,8556,18000,47672
7383,-1,-1,-1,-5,-1,-1
7384,-1,80000,-1,48000,62000,-1
7385,-5,3000,-2,-2,0,6000
7386,26000,-5,32000,-5,43000,38000
7387,35000,30000,-5,-5,-5,-5
7388,-5,-5,-5,-5,-5,-5
7389,15000,14200,22900,24400,23000,25000
7390,10400,3500,6780,7500,9000,42000
7391,47600,51000,58000,54000,52000,-2
7392,25000,44800,28000,28000,32000,32000
7393,55287,96820,90680,103900,94050,107246
7394,41005,93000,112000,98000,110000,110003
7395,106000,142000,144500,171000,145000,146000
7396,-2,75000,70025,85000,90000,88200
7397,65500,50000,65000,14540,76500,50000
7398,-5,-5,-5,-5,-5,-5
7399,80500,95050,-2,105150,103000,137200
7400,33512,-2,-2,23000,31000,33240
7401,-2,100000,88000,40000,-2,-2
7402,-2,10524,8904,-1,0,-5
7403,8400,30000,14000,9000,2000,23000
7404,10000,-2,25200,30000,12000,14400
7405,502,6820,-2,-2,7344,-1
7406,-5,-5,-5,-5,-5,-5
7407,-5,-5,-5,-5,-5,-5
7408,-5,-5,-5,-5,-5,-5
7409,-5,-5,-5,-5,-5,-5
7410,40834,89300,47500,65908,69769,65100
7411,185000,63000,64000,96000,116000,128000
7412,-5,10000,8000,-5,-5,-5
7413,99871,104000,137000,239000,454737,200400
7414,-5,-5,-5,-5,-5,-5
7415,-5,-5,-5,-5,-5,-5
7416,-5,-5,-5,-5,-5,-5
7417,85100,90000,101015,130000,133000,-2
7418,-2,45000,65000,105000,75000,-5
7419,-5,-5,-5,-5,-5,-5
7420,-5,-5,-5,-5,-5,-5
7421,-5,-5,-5,-5,-5,-5
7422,82000,-5,-5,-5,-2,85125
7423,60700,31918,50900,74100,94500,-2
7424,71000,78700,80200,96800,119950,108810
7425,-5,-5,-5,-5,-5,-5
7426,99850,109000,118000,-5,160050,-1
7427,80300,100000,-5,160100,161200,185080
7428,42760,40820,44420,53880,88183,83000
7429,-5,-5,-5,-5,-5,-5
7430,40000,137600,195000,45000,26520,80000
7431,-5,-5,-5,-5,-5,-5
7432,60000,62000,22000,40432,51368,42800
7433,12000,34940,24000,0,17840,29151
7434,-5,210000,93000,50000,30000,-2
7435,73000,-5,75000,35000,35000,23625
7436,27000,65000,28000,43000,103000,-2
7437,43200,50000,-2,38000,-2,42200
7438,600,-5,69000,98000,33000,42000
7439,147000,50000,120000,43000,50000,52000
7440,-5,-5,-5,-5,-5,-5
7441,-2,-1,7824,9720,16632,7272
7442,-2,-2,16464,30750,14500,-2
7443,1488,12000,19052,28000,-1,29200
7444,0,-2,23804,35236,-2,10088
7445,7704,7200,0,8568,0,0
7446,4380,6080,-2,33000,21352,26152
7447,-2,-5,-5,-5,19000,-5
7448,16934,-2,-2,8112,1000,-2
7449,-2,-2,-2,54000,-1,62000
7450,-5,-5,-5,-5,-5,-5
7451,-2,45700,67500,72350,81000,94717
7452,-5,-5,-5,-5,-5,-5
7453,-5,-5,-5,-5,-5,-5
7454,117000,120300,133300,139000,157000,250000
7455,-2,9048,-5,-5,-2,8000
7456,8000,23000,-5,94000,-2,0
7457,30000,39900,-5,40000,27000,0
7458,-2,-5,-2,-5,-5,-5
7459,4232,8208,-2,22668,20884,-1
7460,-5,-5,-5,-5,-5,-5
7461,6000,-5,-5,-5,-5,-5
7462,-5,-5,-5,-5,-5,-1
7463,12000,11000,6000,0,-5,-5
7464,82000,72800,-2,44000,187000,59600
7465,-2,-2,-2,26500,-2,-2
7466,18000,-2,33127,39000,-2,10200
7467,-5,-5,-5,-5,-5,-5
7468,-5,-5,-5,-5,-5,-5
7469,62000,82000,75000,95000,113000,105000
7470,68800,98500,80000,160254,173000,252350
7471,70230,107000,76000,53650,110000,120012
7472,46000,61000,70000,62000,84000,82000
7473,38000,44100,-5,73000,51000,50000
7474,-2,26000,36000,44500,49000,48000
7475,-5,-5,-2,129120,146938,150000
7476,23000,24000,23700,24501,23960,24400
7477,-1,-1,-1,-1,-1,-1
7478,-1,-1,56000,-1,72015,-1
7479,58500,64200,57000,62000,66560,55000
7480,69154,-2,82000,103000,96000,128500
7481,-5,-5,-5,-5,-5,-5
7482,34000,46025,-5,-5,69000,-5
7483,54000,54100,57000,136000,54000,30000
7484,-5,-5,-5,-5,-5,-5
7485,62000,68600,25000,86513,31500,7000
7486,35000,53000,58000,61500,68000,74000
7487,17000,800,15900,18500,1868,2400
7488,106075,115050,120752,117150,120000,135000
7489,100250,80019,32658,27000,44000,35300
7490,94000,-2,-2,140000,75000,71000
7491,40000,41000,45000,55050,51000,55000
7492,21000,33000,37600,28000,31000,33000
7493,-2,17000,36000,55500,-2,4000
7494,-2,28620,11000,3300,7300,7000
7495,-2,37000,55000,45000,48880,46452
7496,2300,22000,2100,1200,12000,0
7497,10892,15562,2932,9333,7592,8952
7498,50000,62000,68980,88003,93100,98000
7499,4476,-2,-2,6000,-2,-2
7500,18000,14000,1500,9264,17463,10500
7501,20600,13100,-2,37200,-2,47200
7502,0,58600,3600,7856,19600,24040
7503,-2,48000,39000,18300,54365,9400
7504,33760,32000,24000,50000,36000,35540
7505,-2,300,-5,-5,7238,5227
7506,-2,-2,75000,72000,-2,-2
7507,8000,-5,-5,-5,30000,-5
7508,56000,54000,63000,81600,50000,33000
7509,53300,55000,75000,63000,76000,95000
7510,7253,8304,8088,16088,11424,12780
7511,1200,49600,6000,99520,-2,-2
7512,-5,52000,47500,65500,-2,52000
7513,-1,-1,-5,-5,-1,-5
7514,86600,45000,36740,99900,71000,61764
7515,44000,36000,23000,31700,29300,32500
7516,-2,0,-2,76000,-2,-2
